n7	n10	51.5	268	6.44e-73	264
n7	n22	47.0	302	8.41e-73	264
n7	n27	47.0	302	8.41e-73	264
n7	n6	48.3	296	3.2e-72	262
n7	n24	48.9	270	4.17e-72	262
n7	n41	46.8	280	7.12e-72	261
n7	n81	46.6	296	9.3e-72	260
n7	n16	50.0	268	1.21e-71	260
n7	n52	49.4	269	6.03e-71	258
n7	n75	48.9	280	1.03e-70	257
n7	n72	45.1	306	2.29e-70	256
n7	n53	48.5	268	2.29e-70	256
n7	n64	50.2	265	2.29e-70	256
n7	n57	48.1	266	2.53e-69	252
n7	n56	48.5	266	2.53e-69	252
n7	n55	47.7	266	1.64e-68	250
n7	n33	46.6	292	4.77e-68	248
n7	n54	48.1	268	6.24e-68	248
n7	n2	47.6	269	6.89e-67	244
n7	n5	45.0	311	1.3e-65	240
n7	n34	44.5	292	7.13e-64	234
n7	n9	43.4	302	2.71e-63	232
n7	n73	44.3	298	3.54e-63	232
n7	n87	42.4	295	1.35e-62	230
n7	n32	44.3	296	5.11e-62	228
n7	n43	41.1	316	8.72e-62	227
n7	n69	46.1	269	1.14e-61	227
n7	n58	41.8	292	5.29e-59	218
n7	n28	40.6	298	8.45e-57	211
n7	n88	42.6	265	1.03e-54	204
n7	n83	38.0	297	1.77e-46	176
n7	n67	39.0	249	7.42e-45	171
n7	n82	36.5	249	4.81e-44	168
n7	n79	31.9	273	1.96e-37	146
n7	n50	32.7	257	7.43e-37	144
n7	n63	30.7	238	5.9e-26	108
n7	n40	28.2	252	7.47e-21	91
n7	n38	27.6	246	2.25e-17	80
n7	n90	28.3	237	5.54e-16	75
n7	n3	27.9	122	3.37e-05	39
n7	n35	26.2	122	0.000128	37
n7	n85	31.6	76	0.000167	37
n7	n133	23.1	173	0.000635	35
n7	n85	27.5	131	0.00185	33
n7	n182	22.9	140	0.00315	33
n7	n96	31.3	67	0.0349	29
n7	n96	26.0	104	0.0777	28
n7	n134	20.2	124	0.132	27
n7	n97	21.7	106	0.173	27
n7	n212	21.9	137	0.226	27
n7	n133	25.0	76	0.295	26
n7	n108	28.8	111	0.385	26
n7	n110	27.5	91	0.503	25
n7	n91	23.6	157	0.657	25
n7	n42	23.0	222	0.657	25
n7	n190	23.3	258	0.859	25
n7	n191	23.2	155	0.859	25
n7	n200	19.7	208	1.12	24
n7	n184	20.0	90	1.12	24
n7	n92	23.4	244	1.91	23
n7	n105	24.2	99	2.5	23
n7	n198	21.4	187	2.5	23
n7	n124	24.8	137	2.5	23
n7	n85	24.6	69	2.5	23
n7	n127	22.2	99	3.26	23
n7	n105	22.2	257	3.26	23
n7	n127	22.0	150	3.26	23
n7	n192	24.6	195	4.26	22
n7	n197	27.2	103	5.56	22
n7	n93	24.6	130	5.56	22
n7	n117	37.0	27	5.56	22
n7	n119	29.2	48	7.27	22
n7	n113	37.0	27	7.27	22
n7	n121	29.2	48	7.27	22
n7	n116	31.9	47	9.49	21
n7	n170	22.0	182	9.49	21
n7	n39	23.3	73	9.49	21
n7	n124	42.3	26	9.49	21
n7	n195	23.6	191	9.49	21
n7	n118	48.0	25	9.49	21
n7	n83	25.0	76	9.49	21
n7	n114	38.5	26	9.49	21
n7	n115	37.0	27	9.49	21
n7	n125	21.7	46	12.4	21
n7	n194	34.4	61	16.2	20
n7	n118	37.0	27	16.2	20
n7	n35	33.3	36	16.2	20
n7	n183	33.3	51	21.1	20
n7	n17	23.1	130	21.1	20
n7	n132	21.4	196	21.1	20
n7	n113	35.3	34	21.1	20
n7	n98	24.4	90	21.1	20
n7	n196	33.3	15	27.6	20
n7	n124	24.7	77	27.6	20
n7	n141	58.8	17	27.6	20
n7	n99	24.5	147	27.6	20
n7	n185	23.3	133	27.6	20
n7	n114	39.1	23	27.6	20
n7	n127	24.8	121	36.1	19
n7	n131	25.2	159	36.1	19
n7	n3	33.3	36	36.1	19
n7	n196	29.8	47	36.1	19
n7	n181	28.2	71	36.1	19
n7	n115	42.9	21	47.1	19
n7	n115	29.4	34	47.1	19
n7	n127	36.4	33	47.1	19
n7	n116	42.9	21	47.1	19
n7	n115	34.4	32	47.1	19
n7	n204	29.6	54	47.1	19
n7	n65	52.9	17	47.1	19
n7	n206	24.7	81	61.5	18
n7	n111	26.5	113	61.5	18
n7	n201	34.3	35	61.5	18
n7	n126	34.7	49	61.5	18
n7	n131	23.8	42	61.5	18
n7	n193	37.5	16	80.4	18
n7	n193	27.1	85	80.4	18
n7	n165	24.4	123	80.4	18
n7	n186	27.1	85	80.4	18
n7	n186	37.5	16	80.4	18
n7	n110	38.1	21	80.4	18
n7	n162	24.4	123	80.4	18
n7	n116	34.4	32	80.4	18
n7	n123	40.0	20	105	18
n7	n123	42.3	26	105	18
n7	n189	50.0	16	105	18
n7	n39	24.4	45	105	18
n7	n144	22.0	82	105	18
n7	n142	30.9	68	105	18
n7	n176	30.6	36	105	18
n7	n202	46.2	13	105	18
n7	n185	43.8	16	105	18
n7	n184	43.8	16	105	18
n7	n116	42.9	14	105	18
n7	n174	25.0	32	105	18
n7	n124	33.3	30	105	18
n7	n192	22.8	92	105	18
n7	n184	27.8	79	137	17
n7	n126	26.0	104	137	17
n7	n109	47.1	17	137	17
n7	n92	34.8	23	137	17
n7	n142	23.2	82	137	17
n7	n103	37.5	24	137	17
n7	n122	29.3	41	137	17
n7	n124	22.0	82	137	17
n7	n127	23.5	102	137	17
n7	n173	35.0	40	137	17
n7	n101	37.5	40	137	17
n7	n169	28.1	57	137	17
n7	n174	35.7	14	137	17
n7	n199	25.5	51	179	17
n7	n203	23.5	179	179	17
n7	n203	37.5	16	179	17
n7	n187	29.7	37	179	17
n7	n161	28.8	59	179	17
n7	n164	28.8	59	179	17
n7	n157	31.8	44	179	17
n7	n202	83.3	6	179	17
n7	n188	29.7	37	179	17
n7	n204	37.5	16	179	17
n7	n105	38.7	31	179	17
n7	n165	50.0	12	234	17
n7	n200	34.5	29	234	17
n7	n158	25.6	90	234	17
n7	n6	26.5	68	234	17
n7	n202	35.3	34	234	17
n7	n93	27.3	66	234	17
n7	n199	47.1	17	234	17
n7	n82	30.4	23	234	17
n7	n204	29.6	27	234	17
n7	n210	43.8	16	234	17
n7	n162	50.0	12	234	17
n7	n173	27.3	55	305	16
n7	n118	34.6	26	305	16
n7	n38	35.7	28	305	16
n7	n196	25.8	97	305	16
n7	n169	33.3	12	305	16
n7	n133	35.5	31	305	16
n7	n104	50.0	12	305	16
n7	n195	22.9	70	305	16
n7	n107	25.0	24	305	16
n7	n199	75.0	8	305	16
n7	n197	41.4	29	305	16
n7	n163	25.0	68	305	16
n7	n122	46.2	13	399	16
n7	n130	24.6	69	399	16
n7	n103	23.9	71	399	16
n7	n40	66.7	9	399	16
n7	n102	30.0	20	399	16
n7	n213	21.8	55	399	16
n7	n183	45.5	11	399	16
n7	n110	50.0	10	399	16
n7	n173	40.6	32	399	16
n7	n119	62.5	8	399	16
n7	n185	100.0	4	399	16
n7	n101	75.0	8	399	16
n7	n193	36.8	19	399	16
n7	n182	54.5	11	399	16
n7	n82	31.2	32	399	16
n7	n99	24.4	41	399	16
n7	n121	62.5	8	399	16
n7	n183	36.0	50	399	16
n7	n117	23.1	121	399	16
n7	n98	62.5	8	399	16
n7	n162	40.0	15	399	16
