node_id	sequence_md5	identifier	identifier_all	accession	accession_all	enzyme_name	enzyme_name_all	organism	pazy_id	pazy_id_all	sequence_length	n_source_rows	v1_component	cath
v160	426c9c3680fe7091b7e6f1c7a0f7e7d3			Q7WXF6	Q7WXF6	PhaZ4	PhaZ4	Cuprivadus necator ATC17699			245	1	3	3.40.50.1820
v161	da74b7409b4c0618cc66c7787e557585			AAD22743.1	AAD22743.1	PueA	PueA	Pseudomonas chloroaphis			617	1	4	3.40.50.1820
v162	c02edb9924a7f5bcd356a4cb811dd674			AAF01331.1	AAF01331.1	PueB	PueB	Pseudomonas chloroaphis			567	1	4	3.40.50.1820
v163	5fa3e19ca90991487c80ed55e34da806			AAF66684.1	AAF66684.1	PulA	PulA	Pseudomonas fluorescens			451	1	4	3.40.50.1820
v164	0d26a77d2ffda03e4582e295927066c6			AAY92471.1	AAY92471.1	PueA	PueA	Pseudomonas protegens strain Pf-5			617	1	4	3.40.50.1820
v165	cb8ee61f26429b3ce6a175e6f02222ef			AAY92474.2	AAY92474.2	PueB	PueB	Pseudomonas protegens strain Pf-5			561	1	4	3.40.50.1820
v166	0ce515d8f0c2a6b72722a127e726b8d7			AB302138; A4UZ12	AB302138; A4UZ12	PlaM7 depolymerase	PlaM7 depolymerase	Metagenome			283	1	5	3.40.50.1820
v167	77b3eb7d458379633a6175152729a2e8			A4UZ13	A4UZ13	PlaM8 depolymerase	PlaM8 depolymerase	Metagenome			283	1	5	3.40.50.1820
v168	d8bf4c4b8965f1f5509d077b1db637c5			AB302140	AB302140	PlaM9 depolymerase	PlaM9 depolymerase	Metagenome			338	1	40	3.40.50.1820
v169	7452d6761b99d133be32ee4b17239cd1			Q6N9M9; RPA1511	Q6N9M9; RPA1511	RPA1511, esterase	RPA1511, esterase	Rhodopseudomonas palustris			295	1	6	3.40.50.1820
v170	c5c958d03feed023c70aead575ffd575			LIPB_PSEA2	LIPB_PSEA2	lipase B; CalB	lipase B; CalB	Pseudozyma antarctica			342	1	7	3.40.50.1820
v171	be7dd8f21d1b03631b329ecc8c66318e			AGT96414.1	AGT96414.1	MGS0105 (KC986400)	MGS0105 (KC986400)	Marine metagenome			390	1	8	3.40.710.10
v172	c2610dc7556aacd9a00bede53a3a5ef9			AHG30919.1	AHG30919.1	MGS0010 (KF801579)	MGS0010 (KF801579)	Marine metagenome			414	1	41	3.40.710.10
v173	ec89fcce3f831d4efa72c84c4ac889ee			NYLB_FLASK	NYLB_FLASK	NylB	NylB	Paenarthrobacter ureafaciens K172			392	1	42	3.40.710.10
v174	12efbdad63de5275909365067113db41			UNZ81747	UNZ81747	IS113	IS113	Dehalococcoidia bacterium			455	1	43	3.40.710.10
v175	586a335986f45e096f6ca073737678a5			A0A7W8QII1	A0A7W8QII1	Nc-NylC	Nc-NylC	Nocardiopsis composta			344	1	9	3.60.70.12
v176	8a27f08047aeded2e90bf33e519d6d59			A0A840P940	A0A840P940	Tt-NylC	Tt-NylC	Thermocatellispora tengchongensis			332	1	9	3.60.70.12
v177	aaede276fbd61767d03028e2d193d5a7			KQR39103	KQR39103	M-NylC	M-NylC	Microbacterium sp.			340	1	9	3.60.70.12
v178	821c28b3e158579536d0795e3661b21a			Q1EPR4	Q1EPR4	NylC	NylC	Kocuria sp. KY2			355	1	9	3.60.70.12
v179	b48a5e7e77b3b427ca89ac65da361050			Q1EPR5	Q1EPR5	NylC	NylC	Agromyces sp. KY5R			355	1	9	3.60.70.12
v180	ebd22bc012fd6e181f43bc728b85dc79			NYLC_FLASK	NYLC_FLASK	NylC	NylC	Paenarthrobacter ureafaciens K172			355	1	9	3.60.70.12
v181	6139d7ee947801e1ffa5c9345c785900			AY026386	AY026386	PURase	PURase	Rhodococcus erythropolis MP50			525	1	10	3.90.1300.10
v182	0c554c0dd255de614d248db3118d89da			AAK28498.1	AAK28498.1	AmdA	AmdA	Agrobacterium tumefaciens d3			517	1	10	3.90.1300.10
v183	5c06f1259bc12791a4627d9b18c94185			AGT90042.1	AGT90042.1	CCM2595	CCM2595	Rhodococcus erythropolis			483	1	10	3.90.1300.10
v184	1090fc7df5cb6e4866fd00779c1d8e28			ANG60415.1	ANG60415.1	GatA	GatA	Lysinibacillus fusiformis SCO2			472	1	10	3.90.1300.10
v185	c05531f7c89f4efafc1f2537c89ad129			ARF18137.1	ARF18137.1	PURase	PURase	Sporosarcina ureae P17a			472	1	10	3.90.1300.10
v186	c21fdb598a3887e2e8a5af55068ffec4			BAI44731	BAI44731	OoH	OoH	Rhodococcus sp. Oct1			479	1	10	3.90.1300.10
v187	a79509a510d90a50f6702955b1ad3b49			NYLA_PSES8	NYLA_PSES8	NylA	NylA	Pseudomonas sp. strain NK87			493	1	10	3.90.1300.10
v188	77bca54fb186cc66d3f509d6fb835b65			NYLA_FLASK	NYLA_FLASK	NylA	NylA	Paenarthrobacter ureafaciens K172			493	1	10	3.90.1300.10
v189	815c8cb8347c7ae5a0b5f9f5e645b5db			Q12559	Q12559	PURase	PURase	Aspergillus oryzae			545	1	10	3.90.1300.10
v190	4ae54f06384b9660b40e76e9a902f585			WBR49956	WBR49956	UMG-SP-1	UMG-SP-1	Metagenome			438	1	10	3.90.1300.10
v191	06d89e9f595b7abc6f662a4ea5fc3f77			WBR49957	WBR49957	UMG-SP-2	UMG-SP-2	Metagenome			439	1	10	3.90.1300.10
v192	e517914dc89db0a2eedf86b6f66bf60c			WBR49958	WBR49958	UMG-SP-3	UMG-SP-3	Metagenome			439	1	10	3.90.1300.10
v193	d91b645ebea282e1c771123a7abe685f			WP_011209364.1	WP_011209364.1	aryl acylamidase	aryl acylamidase	Nocardia farcinica IFM10512			479	1	10	3.90.1300.10
v194	ccec191e60e12d1782682af2211d9640			WP_185053500	WP_185053500	TtA	TtA	Thermocatellispora tengchongensis			471	1	10	3.90.1300.10
v195	336f0649eca9651f90fe2d208cd29559			NylA	NylA	GatA-like	GatA-like	Parvibaculum sp.			485	1	10	3.90.1300.10
v196	643cdc8e6bf40238fb4a3568cc8eb4f8			NylA	NylA	ReU-like	ReU-like	Rhodococcus equi TB-60			472	1	10	3.90.1300.10
v197	e422c7b9aabe1a23f75d15bd35cf71a6			BBP47208; XP_036664376	BBP47208; XP_036664376	CPUTNase	CPUTNase	Candida parapsilosis NBRC 708			551	1	10	3.90.1300.10
v198	c07da837b710b266f98b045916b5543a			B0FLR6	B0FLR6	PLase2	PLase2	Amycolatopsis (Nocardia) orientalis			241	1	11	2.40.10.10
v199	167f1e4e4481dfb27bd087d9b3902929			Q75UA4	Q75UA4	PLAase	PLAase	Amycolatopsis (Nocardia) sp. strain K104-1			238	1	11	2.40.10.10
v200	659a58dc5abc0fd64c7c7e596bb56dd4			B0FY08	B0FY08	PLase3	PLase3	Amycolatopsis (Nocardia) orientalis			364	1	12	2.40.10.10
v201	a231cf4880bedee499375b591f4c7cfc			AII11185	AII11185	LMC021	LMC021	Rhodococcus opacus R7			516	1	14	2.60.40.420
v202	4be16a85172c726f7f8d6dbd2053955f			AII11221	AII11221	LMC031	LMC031	Rhodococcus opacus R7			348	1	14	2.60.40.420
v203	9c7dbb673a1f18286b846d8354918b3d			A0A1S6Q8F9	A0A1S6Q8F9	RoxB	RoxB	Steroidobacter cummioxidans 35Y			681	1	15	NA
v204	073907a632be32c5b92c8381c4de0c90			LC073705	LC073705	LatA	LatA	R. gummiphilus NS21			679	1	15	NA
v205	84ba28218df106867af936d87aba63b4			Q7X0P3	Q7X0P3	RoxA	RoxA	Steroidobacter cummioxidans 35Y			678	1	15	NA
v206	198d14bb37149debc526a3f90e777956			H6N162	H6N162	Lcp1VH2	Lcp1VH2	Gordonia polyisoprenivorans			407	1	16	NA
v207	3d98c4ffc15561968b8fbb11d2ed071a			H6N4Z1	H6N4Z1	Lcp2VH2	Lcp2VH2	Gordonia polyisoprenivorans			388	1	16	NA
v208	024678fb7e5f5a204647fd2d1e393aab			Q3L8N0	Q3L8N0	LCP_STRK3	LCP_STRK3	Streptomyces sp. K30			407	1	16	NA
v209	95d1e9d1e5c89ada66637cb1f2c7e05e			MT664881	MT664881	Lcp1	Lcp1	Streptomyces sp. AC04842			410	1	16	NA
v210	67b4409cf7dfe74bbb08798733600bfc			MT664882	MT664882	Lcp2	Lcp2	Streptomyces sp. AC04842			407	1	16	NA
v211	4b50fcb2d78d50a7f5693abba7e356b1			W6R2Y2	W6R2Y2	lip1; Mors1	lip1; Mors1	Ectopseudomonas oleovorans			201	1	17	TBDX
v212	342ff8b50fc233be7b68dc6cd032d5a7			KP347755.1	KP347755.1	MGS0084	MGS0084	Metagenome			411	1	18	TBDY
v213	b6f8363af9f6b89b71da887bdc4c3060			ACD16728.1	ACD16728.1	PURase	PURase	Burkholderia phytofirmans DSM17436			316	1	19	TBDZ
